id_student,gender,region,highest_education,age_band,disability
488755,F,East Anglian Region,HE Qualification,second,N
489990,F,North Western Region,Lower Than A Level,first,N
490313,M,East Anglian Region,A Level or Equivalent,first,N
490394,M,South East Region,Lower Than A Level,first,N
490443,M,North Western Region,A Level or Equivalent,first,N
490542,F,East Anglian Region,Lower Than A Level,first,N
491033,M,Scotland,Lower Than A Level,first,N
491926,M,Wales,Lower Than A Level,second,Y
492020,M,London Region,HE Qualification,second,N
492537,M,London Region,Lower Than A Level,first,Y
492613,F,Yorkshire Region,A Level or Equivalent,first,N
493416,M,South West Region,Lower Than A Level,first,N
494211,M,East Anglian Region,A Level or Equivalent,second,N
494498,F,North Western Region,A Level or Equivalent,first,N
494829,F,North Western Region,Lower Than A Level,second,N
494911,F,South Region,Lower Than A Level,first,N
495438,F,East Anglian Region,Lower Than A Level,first,N
496355,M,Yorkshire Region,A Level or Equivalent,first,N
496530,M,East Midlands Region,Lower Than A Level,first,N
496845,M,South Region,A Level or Equivalent,first,N
497536,F,Ireland,Lower Than A Level,first,N
497955,F,Ireland,A Level or Equivalent,first,N
498236,M,North Region,HE Qualification,first,N
498459,F,East Anglian Region,HE Qualification,first,N
498602,M,Scotland,A Level or Equivalent,first,N
498828,M,East Anglian Region,A Level or Equivalent,first,N
499420,M,West Midlands Region,A Level or Equivalent,first,N
499683,M,South West Region,Lower Than A Level,second,N
499703,F,South West Region,A Level or Equivalent,first,N
499813,M,North Region,A Level or Equivalent,first,N
499848,F,West Midlands Region,Lower Than A Level,first,N
500031,F,South West Region,Lower Than A Level,second,N
500339,M,North Western Region,Lower Than A Level,first,N
500440,M,London Region,A Level or Equivalent,first,N
501146,M,South East Region,HE Qualification,first,N
501617,F,Ireland,Lower Than A Level,first,N
501867,M,London Region,HE Qualification,first,N
501897,M,West Midlands Region,A Level or Equivalent,first,N
502004,M,North Western Region,A Level or Equivalent,second,N
502353,M,South West Region,Lower Than A Level,first,N
502356,M,Wales,A Level or Equivalent,first,N
502766,F,South West Region,A Level or Equivalent,second,N
503400,M,North Western Region,A Level or Equivalent,first,N
503457,F,Scotland,A Level or Equivalent,first,N
503610,M,South West Region,A Level or Equivalent,first,N
503710,M,West Midlands Region,HE Qualification,second,N
503779,M,London Region,Lower Than A Level,second,Y
504363,M,London Region,A Level or Equivalent,first,N
505108,M,North Western Region,HE Qualification,first,N
505403,M,London Region,A Level or Equivalent,first,N
505700,M,West Midlands Region,Lower Than A Level,first,N
505722,M,North Western Region,A Level or Equivalent,second,N
505930,M,North Region,A Level or Equivalent,second,N
506144,M,Scotland,A Level or Equivalent,first,N
506543,M,South East Region,Lower Than A Level,first,N
506705,M,South West Region,A Level or Equivalent,first,N
507031,M,Scotland,A Level or Equivalent,second,N
507344,M,West Midlands Region,A Level or Equivalent,first,N
508244,F,London Region,HE Qualification,first,N
508295,F,East Anglian Region,A Level or Equivalent,first,Y
508637,M,Scotland,HE Qualification,first,N
508775,M,North Region,A Level or Equivalent,first,N
509148,M,South East Region,HE Qualification,first,N
509150,M,North Region,Lower Than A Level,second,N
509177,M,Yorkshire Region,Lower Than A Level,first,N
509710,M,Scotland,Lower Than A Level,second,N
510054,M,North Region,A Level or Equivalent,first,N
510266,M,Scotland,A Level or Equivalent,second,N
510401,M,Yorkshire Region,HE Qualification,first,N
510460,M,North Region,HE Qualification,second,N
510846,M,South West Region,Lower Than A Level,second,N
511258,M,Scotland,HE Qualification,thired,N
511350,M,Yorkshire Region,Lower Than A Level,first,Y
511612,M,East Midlands Region,Lower Than A Level,first,N
511859,M,South West Region,Lower Than A Level,first,N
512257,M,London Region,HE Qualification,second,N
512259,M,South Region,Lower Than A Level,second,N
512330,F,East Anglian Region,Lower Than A Level,first,Y
512546,M,Scotland,A Level or Equivalent,first,N
512852,F,East Anglian Region,A Level or Equivalent,first,N
512861,F,South West Region,A Level or Equivalent,first,N
513918,M,North Region,Lower Than A Level,first,Y
514504,M,East Midlands Region,Lower Than A Level,first,N
515125,M,London Region,A Level or Equivalent,first,N
515426,F,South Region,A Level or Equivalent,first,N
515491,M,Ireland,HE Qualification,first,N
515734,F,North Region,A Level or Equivalent,second,N
515857,M,East Midlands Region,Lower Than A Level,second,N
517223,M,Yorkshire Region,A Level or Equivalent,first,N
517416,M,Wales,A Level or Equivalent,first,N
518134,M,Scotland,Lower Than A Level,first,N
518359,M,Ireland,Post Graduate Qualification,second,N
518503,M,South East Region,Lower Than A Level,first,N
519057,F,South West Region,A Level or Equivalent,first,N
519116,F,South Region,A Level or Equivalent,first,N
519506,F,South West Region,Lower Than A Level,first,N
519684,M,Scotland,HE Qualification,first,N
519879,F,South Region,A Level or Equivalent,thired,N
520077,M,South Region,Lower Than A Level,second,N
520750,M,Wales,HE Qualification,first,N
520854,F,West Midlands Region,Lower Than A Level,first,N
521115,M,North Western Region,HE Qualification,first,N
521292,M,South Region,HE Qualification,first,N
522004,F,South East Region,Lower Than A Level,first,N
522257,M,Yorkshire Region,Lower Than A Level,first,N
522525,M,East Midlands Region,Lower Than A Level,first,N
522534,F,East Anglian Region,A Level or Equivalent,first,N
522708,M,South West Region,A Level or Equivalent,first,N
522754,M,South West Region,A Level or Equivalent,first,Y
522924,M,London Region,HE Qualification,second,N
523334,M,East Anglian Region,Lower Than A Level,first,N
523762,M,Yorkshire Region,A Level or Equivalent,first,N
523817,M,South Region,A Level or Equivalent,first,N
523872,M,South Region,Lower Than A Level,first,N
523944,M,North Western Region,A Level or Equivalent,second,Y
524019,M,South Region,Lower Than A Level,first,N
524170,M,Yorkshire Region,HE Qualification,first,N
524276,M,Scotland,HE Qualification,second,N
524431,F,South Region,A Level or Equivalent,first,N
524851,M,Yorkshire Region,Lower Than A Level,first,N
525060,F,Scotland,A Level or Equivalent,first,N
526124,M,North Western Region,Lower Than A Level,second,N
526132,M,East Midlands Region,A Level or Equivalent,first,Y
526441,M,South East Region,Lower Than A Level,first,N
526601,M,South Region,Lower Than A Level,second,N
526741,F,East Midlands Region,A Level or Equivalent,second,N
527958,M,West Midlands Region,Lower Than A Level,first,N
528290,F,West Midlands Region,A Level or Equivalent,second,N
528506,M,South Region,HE Qualification,first,N
528700,M,South Region,HE Qualification,second,N
529179,M,Wales,Lower Than A Level,second,N
529309,M,East Midlands Region,A Level or Equivalent,first,N
529512,M,Scotland,A Level or Equivalent,first,N
529550,F,East Anglian Region,A Level or Equivalent,second,N
529723,M,South West Region,A Level or Equivalent,first,N
529975,M,Ireland,Lower Than A Level,first,N
530663,F,South Region,A Level or Equivalent,first,N
531674,F,West Midlands Region,Lower Than A Level,first,N
531896,M,South Region,A Level or Equivalent,first,N
532649,M,Scotland,HE Qualification,first,N
532744,M,East Anglian Region,Lower Than A Level,second,N
532846,M,South West Region,Lower Than A Level,first,N
533006,F,North Western Region,A Level or Equivalent,first,N
533689,F,Wales,A Level or Equivalent,first,N
534093,M,Yorkshire Region,A Level or Equivalent,second,N
534203,M,Yorkshire Region,Lower Than A Level,first,N
534733,M,South Region,HE Qualification,first,N
535161,M,West Midlands Region,Lower Than A Level,first,N
535259,M,East Midlands Region,HE Qualification,second,N
535648,F,North Western Region,A Level or Equivalent,first,N
536276,M,South East Region,Lower Than A Level,second,N
536736,M,London Region,HE Qualification,first,N
536825,M,South East Region,A Level or Equivalent,first,N
537811,F,East Midlands Region,A Level or Equivalent,first,Y
539408,M,West Midlands Region,Lower Than A Level,first,N
539451,M,London Region,Lower Than A Level,thired,N
539727,M,South West Region,A Level or Equivalent,first,N
540694,M,South West Region,A Level or Equivalent,first,N
540885,M,West Midlands Region,Lower Than A Level,first,N
541040,M,East Midlands Region,Lower Than A Level,first,N
541482,M,East Anglian Region,Lower Than A Level,first,N
541531,M,South East Region,A Level or Equivalent,second,N
541538,M,Yorkshire Region,A Level or Equivalent,first,N
541708,M,South West Region,A Level or Equivalent,second,N
542054,M,North Western Region,A Level or Equivalent,first,N
542134,M,Wales,HE Qualification,second,N
542167,M,Scotland,HE Qualification,first,Y
542180,F,South West Region,Lower Than A Level,first,Y
542557,M,Scotland,HE Qualification,second,N
543653,M,London Region,A Level or Equivalent,first,N
543788,F,South Region,A Level or Equivalent,second,N
543953,F,South East Region,Lower Than A Level,second,N
544052,M,Scotland,A Level or Equivalent,first,N
544071,M,South Region,Lower Than A Level,first,N
544267,M,South West Region,A Level or Equivalent,second,N
544271,M,South Region,A Level or Equivalent,first,N
544319,M,West Midlands Region,A Level or Equivalent,first,N
544720,M,South Region,A Level or Equivalent,first,N
545118,M,North Western Region,A Level or Equivalent,first,N
545255,M,East Anglian Region,A Level or Equivalent,first,N
545493,M,Scotland,HE Qualification,first,N
545704,M,South East Region,Lower Than A Level,first,Y
545758,M,West Midlands Region,Lower Than A Level,first,N
546139,F,North Region,A Level or Equivalent,first,N
546634,F,North Region,A Level or Equivalent,first,N
546654,M,East Midlands Region,A Level or Equivalent,first,Y
546934,M,London Region,Lower Than A Level,first,N
547128,M,Wales,A Level or Equivalent,second,Y
547153,M,Wales,A Level or Equivalent,first,N
547506,M,South East Region,A Level or Equivalent,first,N
547612,F,West Midlands Region,Lower Than A Level,first,N
548922,M,Scotland,Lower Than A Level,first,N
549113,M,London Region,A Level or Equivalent,first,N
549439,M,Scotland,Lower Than A Level,first,N
549677,F,North Western Region,A Level or Equivalent,first,N
549687,F,East Midlands Region,Lower Than A Level,second,N
549706,F,South Region,HE Qualification,first,N
549769,F,Scotland,A Level or Equivalent,first,N
549783,M,East Anglian Region,Lower Than A Level,first,N
549888,F,Scotland,A Level or Equivalent,second,N
549922,M,South East Region,A Level or Equivalent,first,N
550393,M,Yorkshire Region,Lower Than A Level,first,N
550702,F,West Midlands Region,A Level or Equivalent,first,N
550814,M,South West Region,Lower Than A Level,first,N
551158,M,Scotland,HE Qualification,second,N
551214,M,South East Region,A Level or Equivalent,first,N
551220,M,North Region,HE Qualification,first,N
551332,F,North Western Region,Lower Than A Level,first,N
551397,M,Ireland,A Level or Equivalent,first,N
551589,M,North Western Region,Lower Than A Level,second,N
551772,M,East Anglian Region,HE Qualification,first,N
551791,M,West Midlands Region,A Level or Equivalent,first,N
552220,M,South West Region,HE Qualification,first,N
552255,M,North Western Region,A Level or Equivalent,first,N
552475,F,Wales,HE Qualification,first,N
552666,M,South Region,A Level or Equivalent,first,N
552965,M,East Midlands Region,Lower Than A Level,second,N
553599,M,Yorkshire Region,A Level or Equivalent,first,N
553719,M,West Midlands Region,A Level or Equivalent,first,N
554065,M,North Region,Lower Than A Level,second,N
554266,M,Scotland,Lower Than A Level,second,N
554444,F,West Midlands Region,Lower Than A Level,first,N
554459,M,North Western Region,A Level or Equivalent,first,N
554691,M,North Western Region,Lower Than A Level,second,Y
554761,M,Scotland,A Level or Equivalent,second,N
555498,M,East Anglian Region,HE Qualification,second,N
555760,M,Wales,HE Qualification,second,N
555884,M,East Midlands Region,A Level or Equivalent,first,N
555989,M,East Anglian Region,A Level or Equivalent,first,N
556140,M,South Region,Lower Than A Level,first,N
556251,M,North Western Region,A Level or Equivalent,first,N
556440,M,Scotland,HE Qualification,second,Y
556450,M,Scotland,A Level or Equivalent,first,Y
556476,F,London Region,Lower Than A Level,first,Y
556645,M,East Anglian Region,A Level or Equivalent,second,N
556788,M,North Region,Lower Than A Level,second,N
556824,M,Scotland,HE Qualification,second,N
557608,F,South East Region,A Level or Equivalent,first,N
557650,M,London Region,Lower Than A Level,second,N
557959,M,Yorkshire Region,HE Qualification,second,N
558440,F,South West Region,Lower Than A Level,first,Y
558463,M,South Region,Lower Than A Level,first,N
558839,M,Scotland,A Level or Equivalent,first,N
559225,M,Scotland,A Level or Equivalent,first,N
559518,M,East Anglian Region,Lower Than A Level,first,N
559672,M,North Region,A Level or Equivalent,first,N
559863,M,Ireland,Lower Than A Level,second,N
560064,M,South West Region,Lower Than A Level,second,N
560065,M,East Anglian Region,A Level or Equivalent,first,N
560399,M,South Region,HE Qualification,second,N
560554,M,North Western Region,A Level or Equivalent,first,N
560723,M,Scotland,Lower Than A Level,first,N
560879,F,North Western Region,A Level or Equivalent,first,N
561009,F,Scotland,A Level or Equivalent,first,Y
561113,F,West Midlands Region,Lower Than A Level,first,N
561195,M,Scotland,Lower Than A Level,second,N
561208,M,East Anglian Region,A Level or Equivalent,first,N
561476,M,East Anglian Region,Lower Than A Level,first,N
561560,M,East Midlands Region,Lower Than A Level,first,N
561826,F,London Region,HE Qualification,first,N
561848,M,London Region,A Level or Equivalent,first,N
561913,M,Scotland,HE Qualification,second,N
562437,M,South East Region,A Level or Equivalent,first,N
562884,F,Yorkshire Region,HE Qualification,second,N
563016,M,Yorkshire Region,HE Qualification,thired,N
563051,M,Ireland,A Level or Equivalent,first,N
563230,M,Yorkshire Region,HE Qualification,first,N
563321,M,South Region,HE Qualification,first,N
563430,F,London Region,Lower Than A Level,first,N
563920,M,South East Region,Lower Than A Level,second,N
563951,M,North Western Region,Lower Than A Level,second,Y
564213,M,London Region,Lower Than A Level,first,N
564356,F,Yorkshire Region,A Level or Equivalent,first,N
564649,M,Scotland,A Level or Equivalent,second,N
564714,M,East Anglian Region,HE Qualification,first,Y
564931,F,South West Region,Lower Than A Level,first,N
565066,M,South East Region,Lower Than A Level,first,N
565109,M,West Midlands Region,Lower Than A Level,first,N
565605,F,Scotland,Lower Than A Level,second,N
565707,F,East Midlands Region,Lower Than A Level,first,Y
565743,M,North Western Region,Lower Than A Level,second,N
565840,M,Wales,A Level or Equivalent,first,N
566135,M,North Western Region,A Level or Equivalent,first,N
566447,F,Wales,HE Qualification,first,N
566464,M,South Region,A Level or Equivalent,first,N
566694,F,South Region,Lower Than A Level,first,N
566938,M,London Region,Lower Than A Level,second,N
566979,M,North Western Region,Lower Than A Level,first,N
567152,M,London Region,HE Qualification,first,N
567304,M,London Region,Lower Than A Level,first,N
567451,M,North Western Region,Lower Than A Level,first,N
567597,F,East Anglian Region,A Level or Equivalent,first,Y
567719,F,North Western Region,A Level or Equivalent,first,N
567888,M,South East Region,HE Qualification,thired,N
568307,F,North Western Region,Lower Than A Level,first,N
568596,M,Scotland,A Level or Equivalent,first,N
568691,F,London Region,A Level or Equivalent,second,N
568948,M,North Western Region,A Level or Equivalent,first,N
569049,F,Scotland,A Level or Equivalent,first,N
569132,M,South East Region,Lower Than A Level,first,N
569277,M,East Midlands Region,Lower Than A Level,first,N
569625,M,Scotland,A Level or Equivalent,second,N
569944,M,Yorkshire Region,No Formal quals,first,N
570453,M,North Western Region,A Level or Equivalent,first,N
570491,M,West Midlands Region,A Level or Equivalent,first,N
570671,M,Ireland,A Level or Equivalent,first,Y
570717,M,North Western Region,Lower Than A Level,second,Y
570732,M,East Midlands Region,Lower Than A Level,first,N
570757,M,Ireland,Post Graduate Qualification,first,N
570895,M,West Midlands Region,Lower Than A Level,second,N
570954,M,Scotland,Lower Than A Level,second,Y
570985,M,North Western Region,A Level or Equivalent,first,N
570997,F,East Anglian Region,A Level or Equivalent,first,N
571131,M,Wales,Lower Than A Level,first,N
571610,M,South Region,HE Qualification,first,N
571765,M,South East Region,No Formal quals,first,N
571808,M,West Midlands Region,A Level or Equivalent,second,N
571833,M,East Midlands Region,Lower Than A Level,second,N
571921,F,Scotland,HE Qualification,second,N
571950,M,North Western Region,No Formal quals,second,N
571962,M,Ireland,Lower Than A Level,second,N
572011,M,North Western Region,A Level or Equivalent,first,N
572098,F,London Region,A Level or Equivalent,second,N
572231,F,Scotland,Lower Than A Level,first,Y
572250,M,East Anglian Region,A Level or Equivalent,first,N
572339,M,North Western Region,A Level or Equivalent,second,N
572396,M,South West Region,Lower Than A Level,first,N
572431,M,South West Region,A Level or Equivalent,first,N
572537,M,West Midlands Region,A Level or Equivalent,second,N
572584,M,London Region,Lower Than A Level,second,N
572588,M,South East Region,A Level or Equivalent,first,N
572589,F,East Midlands Region,Lower Than A Level,first,N
572599,M,West Midlands Region,Lower Than A Level,first,Y
572659,M,London Region,Lower Than A Level,first,N
572735,M,East Anglian Region,Lower Than A Level,second,N
572746,M,West Midlands Region,Lower Than A Level,first,N
572754,M,Scotland,A Level or Equivalent,first,Y
572783,M,North Western Region,HE Qualification,second,N
572816,M,East Midlands Region,Lower Than A Level,first,N
572874,M,London Region,Lower Than A Level,first,N
572919,F,East Midlands Region,No Formal quals,first,N
573093,M,South East Region,A Level or Equivalent,second,N
573473,M,South Region,Lower Than A Level,first,N
573481,M,South West Region,A Level or Equivalent,first,N
573689,M,East Midlands Region,Lower Than A Level,first,N
573858,M,South East Region,A Level or Equivalent,second,N
573920,M,West Midlands Region,A Level or Equivalent,first,N
573924,M,East Anglian Region,A Level or Equivalent,first,N
574056,M,West Midlands Region,Lower Than A Level,first,N
574259,M,South West Region,HE Qualification,first,N
574310,F,Yorkshire Region,A Level or Equivalent,first,N
574325,M,East Anglian Region,HE Qualification,first,N
574507,M,West Midlands Region,Lower Than A Level,first,N
574508,M,North Western Region,HE Qualification,second,N
574586,M,Ireland,A Level or Equivalent,second,N
574590,M,South West Region,A Level or Equivalent,first,N
574637,M,South Region,A Level or Equivalent,first,N
574705,M,North Region,Lower Than A Level,first,N
574720,M,North Western Region,A Level or Equivalent,first,N
574891,F,South Region,A Level or Equivalent,first,N
574928,F,Yorkshire Region,A Level or Equivalent,first,N
575039,M,West Midlands Region,A Level or Equivalent,second,N
575047,M,West Midlands Region,A Level or Equivalent,first,N
575162,M,Scotland,HE Qualification,first,N
575258,M,East Anglian Region,Lower Than A Level,second,N
575265,M,Yorkshire Region,Lower Than A Level,first,N
575398,M,North Western Region,Lower Than A Level,first,N
575553,M,Ireland,A Level or Equivalent,first,N
575763,M,North Western Region,A Level or Equivalent,first,N
575766,M,South Region,Lower Than A Level,first,N
575798,M,South West Region,A Level or Equivalent,first,N
576233,M,South East Region,A Level or Equivalent,first,N
576251,M,Ireland,A Level or Equivalent,second,N
576433,M,East Anglian Region,A Level or Equivalent,first,N
576439,M,East Anglian Region,Lower Than A Level,first,N
576453,M,Scotland,HE Qualification,second,N
576541,F,West Midlands Region,A Level or Equivalent,second,N
576568,M,South West Region,A Level or Equivalent,first,N
576791,M,North Region,HE Qualification,first,N
576876,M,South East Region,Lower Than A Level,first,N
577148,M,London Region,A Level or Equivalent,first,N
577149,M,Wales,A Level or Equivalent,first,N
577235,M,North Western Region,Lower Than A Level,second,N
577279,M,East Anglian Region,HE Qualification,second,N
577458,M,South East Region,Lower Than A Level,first,N
577460,M,North Region,HE Qualification,first,N
577551,M,North Region,A Level or Equivalent,first,N
577566,M,North Region,HE Qualification,first,N
578000,M,London Region,Lower Than A Level,first,N
578026,M,London Region,Lower Than A Level,first,N
578634,M,South Region,Lower Than A Level,first,N
578815,M,North Region,Post Graduate Qualification,second,N
578820,M,South Region,A Level or Equivalent,first,N
579052,M,North Region,A Level or Equivalent,second,N
579176,F,Scotland,HE Qualification,second,N
579278,M,South West Region,Lower Than A Level,first,N
579283,M,South Region,Lower Than A Level,first,N
579325,M,North Western Region,Lower Than A Level,first,N
579362,F,North Region,Lower Than A Level,first,N
579583,M,South West Region,Lower Than A Level,first,N
579614,M,North Region,Lower Than A Level,first,N
580342,M,East Midlands Region,Lower Than A Level,first,N
580384,M,Scotland,Post Graduate Qualification,second,N
580657,M,East Anglian Region,A Level or Equivalent,first,N
580709,M,South Region,A Level or Equivalent,first,N
580714,M,Yorkshire Region,A Level or Equivalent,first,N
580798,M,South West Region,Lower Than A Level,first,N
580845,M,Scotland,HE Qualification,first,N
580916,F,North Region,A Level or Equivalent,second,N
581179,M,South East Region,Lower Than A Level,first,N
581247,M,Scotland,A Level or Equivalent,second,N
581288,M,North Western Region,HE Qualification,second,N
581316,F,Scotland,A Level or Equivalent,second,N
581410,M,South East Region,A Level or Equivalent,first,Y
581552,M,London Region,A Level or Equivalent,first,N
581656,M,South West Region,A Level or Equivalent,first,Y
581676,M,West Midlands Region,Lower Than A Level,second,N
581708,M,Yorkshire Region,A Level or Equivalent,first,N
581770,M,East Anglian Region,A Level or Equivalent,first,N
581914,M,Scotland,HE Qualification,first,N
582320,F,South Region,A Level or Equivalent,first,N
582340,M,North Region,Lower Than A Level,first,N
582395,M,Wales,Lower Than A Level,first,N
582514,M,West Midlands Region,A Level or Equivalent,second,N
582530,M,North Western Region,HE Qualification,second,N
582550,F,North Western Region,A Level or Equivalent,second,Y
582651,M,East Anglian Region,HE Qualification,second,N
583288,F,London Region,A Level or Equivalent,first,N
583293,M,Wales,A Level or Equivalent,first,N
583704,F,London Region,A Level or Equivalent,first,N
583993,M,South Region,A Level or Equivalent,first,Y
584281,F,West Midlands Region,A Level or Equivalent,second,N
584386,M,East Midlands Region,A Level or Equivalent,first,N
584414,M,Wales,A Level or Equivalent,second,N
584443,F,Scotland,Lower Than A Level,first,Y
584553,M,North Western Region,A Level or Equivalent,second,N
584711,M,London Region,HE Qualification,second,N
584926,M,London Region,A Level or Equivalent,first,N
585098,M,West Midlands Region,A Level or Equivalent,first,N
585134,M,Wales,HE Qualification,second,N
585154,M,London Region,A Level or Equivalent,second,N
585222,F,West Midlands Region,A Level or Equivalent,first,N
585359,F,London Region,A Level or Equivalent,first,N
585422,M,London Region,A Level or Equivalent,first,N
585526,M,North Western Region,Lower Than A Level,first,N
585643,M,North Western Region,A Level or Equivalent,first,N
585662,M,North Western Region,A Level or Equivalent,first,N
585812,M,South Region,Lower Than A Level,first,N
585911,F,South Region,A Level or Equivalent,second,N
586046,M,West Midlands Region,HE Qualification,second,N
586047,M,West Midlands Region,A Level or Equivalent,first,N
586088,F,Scotland,A Level or Equivalent,second,N
586227,M,East Anglian Region,Lower Than A Level,second,N
586233,M,East Anglian Region,Lower Than A Level,first,Y
586261,M,London Region,Lower Than A Level,second,N
586497,M,East Midlands Region,A Level or Equivalent,first,N
586550,M,London Region,HE Qualification,first,N
586594,M,East Anglian Region,A Level or Equivalent,second,N
586668,M,South Region,A Level or Equivalent,first,N
586750,M,Ireland,Lower Than A Level,second,N
586762,M,Yorkshire Region,Lower Than A Level,first,N
586781,M,South Region,HE Qualification,second,N
586808,M,West Midlands Region,Lower Than A Level,first,N
586838,M,East Midlands Region,Lower Than A Level,first,N
587008,M,South Region,A Level or Equivalent,first,N
587082,M,South West Region,Lower Than A Level,first,N
587195,M,South West Region,Lower Than A Level,first,Y
587244,F,South West Region,Lower Than A Level,second,N
587377,M,East Midlands Region,A Level or Equivalent,first,Y
587391,M,South West Region,A Level or Equivalent,second,N
587547,M,Yorkshire Region,A Level or Equivalent,second,N
587550,M,West Midlands Region,HE Qualification,first,N
587641,M,South West Region,A Level or Equivalent,first,N
587793,F,North Western Region,Lower Than A Level,first,N
587881,M,London Region,A Level or Equivalent,first,N
587900,F,Yorkshire Region,A Level or Equivalent,first,N
588033,M,Yorkshire Region,A Level or Equivalent,first,N
588100,M,Scotland,A Level or Equivalent,first,N
588170,F,South West Region,A Level or Equivalent,second,N
588178,M,South West Region,A Level or Equivalent,second,N
588261,M,West Midlands Region,HE Qualification,second,N
588482,M,North Region,A Level or Equivalent,first,N
588493,M,Scotland,HE Qualification,first,N
588556,M,Yorkshire Region,A Level or Equivalent,first,N
588566,M,East Midlands Region,A Level or Equivalent,second,N
588765,M,South West Region,A Level or Equivalent,first,N
588824,F,Scotland,HE Qualification,first,Y
588842,M,London Region,A Level or Equivalent,first,N
589223,M,London Region,A Level or Equivalent,first,N
589438,F,South West Region,HE Qualification,first,N
589441,M,South Region,Lower Than A Level,first,N
589463,F,South East Region,HE Qualification,second,N
589523,M,East Anglian Region,Lower Than A Level,first,Y
589565,F,South Region,Lower Than A Level,second,N
589634,M,South West Region,A Level or Equivalent,first,N
589723,F,South Region,A Level or Equivalent,first,N
589778,M,South East Region,A Level or Equivalent,first,Y
589782,M,North Western Region,HE Qualification,first,N
589956,M,South Region,Lower Than A Level,second,N
590397,F,Ireland,A Level or Equivalent,first,N
590519,F,North Western Region,A Level or Equivalent,first,N
590676,M,South East Region,No Formal quals,first,N
590886,M,North Western Region,HE Qualification,first,N
591083,F,North Region,Lower Than A Level,second,N
591230,M,London Region,HE Qualification,first,N
591593,M,South East Region,Lower Than A Level,first,Y
591733,F,South Region,Lower Than A Level,first,N
591869,M,North Region,HE Qualification,first,N
591891,M,South East Region,A Level or Equivalent,second,Y
592124,M,Wales,Lower Than A Level,first,N
592310,F,North Western Region,HE Qualification,second,N
592338,F,South Region,A Level or Equivalent,first,N
592372,M,Yorkshire Region,Lower Than A Level,second,N
592494,F,West Midlands Region,A Level or Equivalent,first,N
592625,M,Wales,A Level or Equivalent,first,N
592657,F,London Region,Lower Than A Level,second,Y
592731,M,East Anglian Region,Lower Than A Level,second,N
592787,M,East Midlands Region,Lower Than A Level,second,N
592805,M,Yorkshire Region,A Level or Equivalent,first,N
592950,F,South East Region,A Level or Equivalent,second,Y
592951,F,Wales,Lower Than A Level,first,N
592997,M,London Region,HE Qualification,second,N
593022,M,North Western Region,A Level or Equivalent,first,N
593607,M,East Midlands Region,A Level or Equivalent,first,N
593657,M,East Anglian Region,Lower Than A Level,first,N
594214,M,Scotland,Lower Than A Level,second,N
594319,M,Scotland,HE Qualification,first,N
594399,M,Scotland,Lower Than A Level,first,N
594627,M,North Western Region,A Level or Equivalent,first,N
594909,M,North Western Region,A Level or Equivalent,first,N
595106,M,South West Region,A Level or Equivalent,first,N
595495,M,East Anglian Region,A Level or Equivalent,first,Y
595553,M,North Region,HE Qualification,second,N
595655,M,West Midlands Region,Lower Than A Level,first,N
595746,M,West Midlands Region,Lower Than A Level,second,N
595938,M,East Midlands Region,HE Qualification,second,N
595988,F,London Region,A Level or Equivalent,first,N
596052,M,South East Region,Lower Than A Level,first,Y
596245,M,South East Region,A Level or Equivalent,first,N
596332,M,East Midlands Region,A Level or Equivalent,first,N
596441,M,South Region,A Level or Equivalent,first,N
596620,F,East Midlands Region,Lower Than A Level,first,Y
596711,F,East Anglian Region,A Level or Equivalent,first,N
596789,M,Wales,A Level or Equivalent,first,N
596812,F,South East Region,Lower Than A Level,second,N
596845,M,East Anglian Region,A Level or Equivalent,first,N
596846,M,South West Region,A Level or Equivalent,first,N
596855,M,South West Region,Lower Than A Level,first,N
596860,M,North Western Region,HE Qualification,second,N
596931,M,South Region,HE Qualification,first,N
596981,M,Scotland,A Level or Equivalent,first,N
597052,F,East Anglian Region,A Level or Equivalent,second,Y
597166,M,North Western Region,HE Qualification,first,N
597319,M,South West Region,Lower Than A Level,first,N
597365,M,North Western Region,A Level or Equivalent,second,N
597433,F,West Midlands Region,A Level or Equivalent,first,N
597436,F,North Western Region,A Level or Equivalent,second,N
597755,M,Wales,A Level or Equivalent,first,N
597948,M,South West Region,HE Qualification,second,N
598028,M,Yorkshire Region,HE Qualification,first,N
598102,M,London Region,HE Qualification,first,N
598299,M,London Region,A Level or Equivalent,first,N
598478,F,Scotland,A Level or Equivalent,second,N
598501,M,South West Region,A Level or Equivalent,first,N
598665,M,South Region,Lower Than A Level,second,N
598713,F,East Anglian Region,A Level or Equivalent,first,N
598751,M,London Region,A Level or Equivalent,first,N
598887,M,South Region,A Level or Equivalent,first,N
598963,M,North Western Region,HE Qualification,second,N
598983,M,Scotland,A Level or Equivalent,second,N
599084,M,South East Region,Lower Than A Level,second,N
599109,M,South East Region,A Level or Equivalent,first,N
599169,M,Scotland,A Level or Equivalent,first,Y
599176,M,Wales,HE Qualification,first,N
599297,M,Yorkshire Region,A Level or Equivalent,first,N
599398,M,South Region,Lower Than A Level,first,N
599429,M,Yorkshire Region,A Level or Equivalent,first,N
599452,M,North Region,HE Qualification,first,N
599461,F,London Region,A Level or Equivalent,first,N
599491,M,South Region,HE Qualification,second,N
599663,M,North Region,HE Qualification,first,N
599740,M,London Region,A Level or Equivalent,second,N
599976,M,South East Region,Lower Than A Level,first,N
