code_presentation,code_module,final_result,date_unregistration,num_of_prev_attempts,studied_credits,date_registration,id_student
2013J,DDD,Withdrawn,12,0,60,-36,605005
2013J,DDD,Fail,,0,120,-39,605070
2013J,DDD,Fail,,0,90,-51,605105
2013J,DDD,Fail,,0,60,-31,605118
2013J,DDD,Pass,,0,90,-39,605144
2013J,DDD,Fail,,0,60,-42,605191
2013J,DDD,Fail,,0,60,-39,605245
2013J,DDD,Pass,,0,90,-51,605266
2013J,DDD,Withdrawn,184,0,60,-26,605313
2013J,DDD,Pass,,0,120,-24,605476
2013J,DDD,Distinction,,0,90,-51,605540
2013J,DDD,Fail,,0,60,-39,605561
2013J,DDD,Withdrawn,70,0,180,19,605652
2013J,DDD,Pass,,0,90,-50,605703
2013J,DDD,Withdrawn,136,0,90,-37,605859
2013J,DDD,Withdrawn,165,0,70,-42,605885
2013J,DDD,Pass,,0,90,-50,605941
2013J,DDD,Pass,,0,120,-19,606082
2013J,DDD,Fail,,0,60,-49,606270
2013J,DDD,Pass,,0,90,-35,606319
2013J,DDD,Pass,,0,60,-49,606322
2013J,DDD,Pass,,0,60,-36,606344
2013J,DDD,Fail,,0,60,-49,606492
2013J,DDD,Withdrawn,131,0,60,-37,606513
2013J,DDD,Withdrawn,122,0,120,-32,606593
2013J,DDD,Pass,,0,90,-45,606665
2013J,DDD,Withdrawn,4,0,60,-32,606719
2013J,DDD,Distinction,,0,90,-35,606788
2013J,DDD,Pass,,0,60,-45,606908
2013J,DDD,Distinction,,0,90,-36,607061
2013J,DDD,Pass,,0,60,-45,607073
2013J,DDD,Withdrawn,166,0,120,-22,607110
2013J,DDD,Distinction,,0,60,-45,607151
2013J,DDD,Pass,,0,60,-35,607196
2013J,DDD,Fail,,0,90,-42,607231
2013J,DDD,Pass,,0,60,-31,607316
2013J,DDD,Withdrawn,68,0,150,-39,607427
2013J,DDD,Pass,,0,60,-35,607485
2013J,DDD,Fail,,0,90,-37,607498
2013J,DDD,Withdrawn,0,0,120,-42,607515
2013J,DDD,Pass,,0,60,-37,607555
2013J,DDD,Fail,,0,60,-44,607622
2013J,DDD,Fail,,0,60,-36,607670
2013J,DDD,Distinction,,0,60,-44,607800
2013J,DDD,Fail,,0,90,-44,607854
2013J,DDD,Distinction,,0,60,-43,607900
2013J,DDD,Pass,,0,120,-43,607927
2013J,DDD,Withdrawn,4,0,120,-42,607928
2013J,DDD,Withdrawn,199,0,90,-42,607966
2013J,DDD,Pass,,0,60,-39,608062
2013J,DDD,Withdrawn,-7,0,60,-43,608170
2013J,DDD,Fail,,0,60,-43,608178
2013J,DDD,Withdrawn,167,0,120,-39,608206
2013J,DDD,Pass,,0,60,-42,608217
2013J,DDD,Distinction,,0,120,-24,608238
2013J,DDD,Pass,,0,60,-31,608267
2013J,DDD,Fail,,0,120,-43,608284
2013J,DDD,Pass,,0,60,-29,608417
2013J,DDD,Pass,,0,60,-32,608449
2013J,DDD,Fail,,0,120,-42,608630
2013J,DDD,Withdrawn,107,0,60,-39,608638
2013J,DDD,Pass,,0,120,-39,608643
2013J,DDD,Pass,,0,90,-34,608733
2013J,DDD,Pass,,0,60,-37,608745
2013J,DDD,Pass,,0,60,-35,608815
2013J,DDD,Withdrawn,-7,0,120,-39,608848
2013J,DDD,Pass,,0,120,-39,608923
2013J,DDD,Withdrawn,23,0,120,-39,608943
2013J,DDD,Pass,,0,90,-39,608983
2013J,DDD,Distinction,,0,90,-39,609031
2013J,DDD,Fail,,0,120,-35,609044
2013J,DDD,Withdrawn,30,0,120,-39,609089
2013J,DDD,Fail,,0,60,-38,609242
2013J,DDD,Withdrawn,-7,0,60,-38,609381
2013J,DDD,Fail,,0,60,-36,609480
2013J,DDD,Fail,,0,60,-32,609488
2013J,DDD,Pass,,0,60,-38,609593
2013J,DDD,Withdrawn,223,0,60,-21,609797
2013J,DDD,Pass,,0,60,-32,609932
2013J,DDD,Pass,,0,60,-22,609969
2013J,DDD,Pass,,0,60,-35,610019
2013J,DDD,Withdrawn,46,0,90,-37,610106
2013J,DDD,Withdrawn,76,0,120,-37,610170
2013J,DDD,Pass,,0,120,-37,610220
2013J,DDD,Pass,,0,70,-21,610257
2013J,DDD,Pass,,0,60,-36,610279
2013J,DDD,Fail,,0,90,-36,610393
2013J,DDD,Withdrawn,123,0,60,-36,610402
2013J,DDD,Withdrawn,79,0,60,-31,610469
2013J,DDD,Fail,,0,60,-25,610537
2013J,DDD,Pass,,0,90,-29,610595
2013J,DDD,Pass,,0,60,-35,610603
2013J,DDD,Withdrawn,27,0,60,-25,610606
2013J,DDD,Fail,,0,120,-31,610701
2013J,DDD,Withdrawn,26,0,60,-24,610817
2013J,DDD,Withdrawn,53,0,60,-24,610830
2013J,DDD,Withdrawn,10,0,60,-31,610834
2013J,DDD,Withdrawn,102,0,60,-24,610838
2013J,DDD,Pass,,0,90,-31,610870
2013J,DDD,Withdrawn,0,0,60,-36,610913
2013J,DDD,Pass,,0,120,-35,611162
2013J,DDD,Fail,,0,60,-35,611244
2013J,DDD,Pass,,0,60,-22,611259
2013J,DDD,Fail,,0,60,-23,611271
2013J,DDD,Distinction,,0,90,-35,611284
2013J,DDD,Pass,,0,120,-35,611408
2013J,DDD,Fail,,0,60,-25,611418
2013J,DDD,Pass,,0,240,-23,611464
2013J,DDD,Distinction,,0,60,-34,611478
2013J,DDD,Pass,,0,60,-35,611593
2013J,DDD,Withdrawn,-81,0,150,,835603
2013J,DDD,Withdrawn,88,1,120,-142,925553
2013J,DDD,Pass,,0,90,-73,983970
2013J,DDD,Withdrawn,-29,0,120,-53,997948
2013J,DDD,Pass,,0,60,-45,1080206
2013J,DDD,Pass,,0,60,-165,1103608
2013J,DDD,Pass,,0,90,-72,1187586
2013J,DDD,Fail,,4,60,-155,1282596
2013J,DDD,Pass,,0,60,-100,1345808
2013J,DDD,Withdrawn,117,0,60,-42,1346966
2013J,DDD,Pass,,2,60,-67,1355699
2013J,DDD,Pass,,0,150,-25,1375851
2013J,DDD,Pass,,0,90,-57,1440467
2013J,DDD,Pass,,0,210,-67,1442991
2013J,DDD,Pass,,0,120,-109,1449692
2013J,DDD,Withdrawn,-7,0,60,-51,1464932
2013J,DDD,Fail,,2,60,-57,1485105
2013J,DDD,Fail,,0,60,-156,1497480
2013J,DDD,Pass,,0,60,-38,1507503
2013J,DDD,Fail,,0,60,-39,1509881
2013J,DDD,Withdrawn,-7,0,60,-36,1517755
2013J,DDD,Fail,,0,90,-135,1522631
2013J,DDD,Pass,,0,60,-200,1530521
2013J,DDD,Fail,,1,60,-155,1563203
2013J,DDD,Pass,,0,60,-24,1564630
2013J,DDD,Pass,,0,60,-29,1569426
2013J,DDD,Fail,,0,60,-39,1580084
2013J,DDD,Pass,,0,60,-53,1581243
2013J,DDD,Withdrawn,9,0,120,-151,1592048
2013J,DDD,Fail,,1,90,-155,1610188
2013J,DDD,Withdrawn,123,0,60,-197,1644266
2013J,DDD,Fail,,0,60,-81,1644568
2013J,DDD,Pass,,2,90,-108,1678800
2013J,DDD,Pass,,0,60,-60,1679727
2013J,DDD,Fail,,0,135,-78,1679862
2013J,DDD,Withdrawn,202,0,90,-163,1684787
2013J,DDD,Withdrawn,149,0,60,-199,1687996
2013J,DDD,Pass,,0,60,-60,1689069
2013J,DDD,Distinction,,0,130,-51,1713615
2013J,DDD,Fail,,0,60,-151,1716492
2013J,DDD,Fail,,0,60,-109,1721891
2013J,DDD,Fail,,0,120,-70,1723019
2013J,DDD,Withdrawn,163,0,60,-203,1753235
2013J,DDD,Pass,,0,60,-160,1756165
2013J,DDD,Pass,,1,60,-198,1766513
2013J,DDD,Pass,,0,60,-66,1777511
2013J,DDD,Withdrawn,44,0,60,-136,1782581
2013J,DDD,Withdrawn,-7,0,60,-53,1796059
2013J,DDD,Withdrawn,205,0,90,-136,1818677
2013J,DDD,Distinction,,1,120,-25,1819994
2013J,DDD,Fail,,0,60,-42,1830562
2013J,DDD,Withdrawn,-130,0,60,-148,1833308
2013J,DDD,Distinction,,0,60,-73,1835411
2013J,DDD,Withdrawn,-81,1,60,-109,1840610
2013J,DDD,Pass,,0,60,-37,1847481
2013J,DDD,Fail,,0,60,-115,1868389
2013J,DDD,Pass,,0,60,-70,1874363
2013J,DDD,Withdrawn,32,0,90,-113,1877732
2013J,DDD,Pass,,0,90,-192,1887928
2013J,DDD,Pass,,1,180,-24,1894634
2013J,DDD,Withdrawn,95,0,180,-35,1901764
2013J,DDD,Withdrawn,80,0,120,-38,1903131
2013J,DDD,Pass,,0,90,-192,1903477
2013J,DDD,Fail,,1,60,-129,1913872
2013J,DDD,Withdrawn,59,2,60,-157,1935774
2013J,DDD,Fail,,0,60,-203,1957728
2013J,DDD,Pass,,0,60,-17,1963677
2013J,DDD,Fail,,0,60,-38,1982833
2013J,DDD,Withdrawn,212,0,60,-51,2014252
2013J,DDD,Pass,,0,60,-37,2032057
2013J,DDD,Withdrawn,193,0,60,-100,2032882
2013J,DDD,Distinction,,0,130,-63,2034802
2013J,DDD,Distinction,,0,60,-205,2039190
2013J,DDD,Withdrawn,151,0,60,-37,2039810
2013J,DDD,Withdrawn,55,0,120,-115,2043916
2013J,DDD,Withdrawn,138,0,70,-57,2045139
2013J,DDD,Withdrawn,-11,1,120,-189,2046628
2013J,DDD,Withdrawn,31,0,130,-53,2068627
2013J,DDD,Withdrawn,233,2,60,-120,2082180
2013J,DDD,Pass,,0,60,-37,2089582
2013J,DDD,Withdrawn,122,1,60,-92,2094546
2013J,DDD,Pass,,0,60,-109,2098405
2013J,DDD,Pass,,1,70,-56,2112088
2013J,DDD,Withdrawn,164,0,60,-70,2134578
2013J,DDD,Withdrawn,26,0,240,-88,2149701
2013J,DDD,Pass,,0,60,-24,2157412
2013J,DDD,Withdrawn,144,0,60,-53,2175266
2013J,DDD,Withdrawn,-24,0,120,-183,2194777
2013J,DDD,Withdrawn,121,0,90,-112,2195479
2013J,DDD,Pass,,0,60,-35,2198952
2013J,DDD,Withdrawn,152,0,60,-113,2198970
2013J,DDD,Pass,,0,90,-185,2202076
2013J,DDD,Pass,,0,120,-112,2204293
2013J,DDD,Pass,,2,60,-169,2215898
2013J,DDD,Withdrawn,83,2,150,-72,2221869
2013J,DDD,Pass,,1,120,-58,2232218
2013J,DDD,Distinction,,0,140,-202,2239650
2013J,DDD,Pass,,0,220,-98,2252750
2013J,DDD,Fail,,0,60,-113,2253576
2013J,DDD,Withdrawn,0,1,120,-78,2256318
2013J,DDD,Withdrawn,44,0,60,-148,2281870
2013J,DDD,Pass,,0,60,-63,2282040
2013J,DDD,Distinction,,0,60,-98,2284294
2013J,DDD,Withdrawn,97,0,60,-109,2288599
2013J,DDD,Pass,,0,60,-36,2289847
2013J,DDD,Pass,,1,60,-65,2292724
2013J,DDD,Pass,,0,120,-63,2296163
2013J,DDD,Withdrawn,96,0,150,-73,2305957
2013J,DDD,Withdrawn,80,0,60,-155,2314761
2013J,DDD,Withdrawn,7,0,150,-102,2321492
2013J,DDD,Withdrawn,37,1,70,-151,2325606
2013J,DDD,Pass,,0,60,-35,2327045
2013J,DDD,Pass,,0,60,-36,2327472
2013J,DDD,Withdrawn,40,0,180,-63,2336922
2013J,DDD,Fail,,0,60,-86,2337441
2013J,DDD,Fail,,4,60,-57,2339150
2013J,DDD,Pass,,0,120,-91,2340230
2013J,DDD,Distinction,,0,60,-50,2340786
2013J,DDD,Pass,,1,60,-74,2342399
2013J,DDD,Withdrawn,20,0,180,-161,2352039
2013J,DDD,Fail,,0,60,-134,2355555
2013J,DDD,Pass,,0,60,-142,2356801
2013J,DDD,Pass,,0,120,-134,2358707
2013J,DDD,Pass,,0,60,-63,2359191
2013J,DDD,Fail,,0,60,-203,2365438
2013J,DDD,Fail,,0,90,-37,2366024
2013J,DDD,Withdrawn,-8,1,190,-31,2366701
2013J,DDD,Withdrawn,-25,1,330,-120,2367887
2013J,DDD,Pass,,1,60,-37,2375123
2013J,DDD,Pass,,1,60,-52,2375627
2013J,DDD,Pass,,0,60,-50,2377769
2013J,DDD,Distinction,,0,90,-52,2382048
2013J,DDD,Pass,,0,120,-123,2383036
2013J,DDD,Fail,,3,60,-45,2388030
2013J,DDD,Fail,,0,70,-39,2404530
2013J,DDD,Withdrawn,28,0,90,-38,2409396
2013J,DDD,Withdrawn,-36,0,60,-51,2410364
2013J,DDD,Withdrawn,30,0,270,-142,2411981
2013J,DDD,Fail,,0,60,-198,2416024
2013J,DDD,Fail,,0,90,-70,2421961
2013J,DDD,Pass,,0,60,-37,2430070
2013J,DDD,Pass,,0,60,-37,2430405
2013J,DDD,Distinction,,0,240,-72,2434369
2013J,DDD,Distinction,,1,60,-44,2437065
2013J,DDD,Withdrawn,-65,1,150,-191,2445016
2013J,DDD,Pass,,0,90,-53,2446109
2013J,DDD,Withdrawn,94,0,120,-148,2452902
2013J,DDD,Pass,,0,90,-37,2457907
2013J,DDD,Pass,,0,60,-43,2461936
2013J,DDD,Pass,,0,60,-107,2462628
2013J,DDD,Pass,,1,160,-49,2472145
2013J,DDD,Pass,,0,60,-35,2473456
2013J,DDD,Fail,,0,120,-29,2474436
2013J,DDD,Pass,,0,70,-179,2477052
2013J,DDD,Withdrawn,193,0,60,-86,2477792
2013J,DDD,Fail,,1,60,-52,2479086
2013J,DDD,Distinction,,0,60,-198,2485582
2013J,DDD,Withdrawn,-1,1,120,-38,2485856
2013J,DDD,Fail,,0,90,-50,2486769
2013J,DDD,Fail,,0,60,-45,2494999
2013J,DDD,Fail,,0,60,-72,2495352
2013J,DDD,Withdrawn,10,0,60,-98,2501578
2013J,DDD,Withdrawn,0,0,60,-44,2505389
2013J,DDD,Withdrawn,-22,0,120,-63,2505413
2013J,DDD,Pass,,0,60,-59,2505859
2013J,DDD,Pass,,0,120,-204,2520868
2013J,DDD,Fail,,0,90,-39,2522932
2013J,DDD,Fail,,1,60,-45,2539092
2013J,DDD,Fail,,1,90,-65,2540195
2013J,DDD,Withdrawn,212,0,60,-36,2542803
2013J,DDD,Withdrawn,29,1,90,-37,2546792
2013J,DDD,Withdrawn,102,0,60,-113,2546976
2013J,DDD,Withdrawn,133,1,60,-58,2547032
2013J,DDD,Fail,,0,60,-100,2550054
2013J,DDD,Pass,,1,60,-29,2552672
2013J,DDD,Fail,,1,60,-87,2554973
2013J,DDD,Pass,,0,90,-38,2555596
2013J,DDD,Fail,,1,60,-156,2556345
2013J,DDD,Pass,,0,60,-50,2560868
2013J,DDD,Fail,,0,60,-191,2561282
2013J,DDD,Withdrawn,160,0,60,-25,2561811
2013J,DDD,Fail,,0,60,-87,2569051
2013J,DDD,Distinction,,1,90,-203,2569416
2013J,DDD,Fail,,0,90,-88,2569653
2013J,DDD,Pass,,0,120,-39,2570253
2013J,DDD,Fail,,0,60,-115,2574281
2013J,DDD,Fail,,0,90,-128,2576298
2013J,DDD,Withdrawn,87,0,120,-36,2577480
2013J,DDD,Withdrawn,62,0,60,-151,2579683
2013J,DDD,Pass,,0,60,-151,2581779
2013J,DDD,Pass,,1,150,-43,2581822
2013J,DDD,Pass,,2,60,-98,2585270
2013J,DDD,Withdrawn,48,0,60,-144,2585395
2013J,DDD,Fail,,0,60,-10,2588379
2013J,DDD,Withdrawn,130,1,60,-43,2588655
2013J,DDD,Withdrawn,157,0,60,-191,2589096
2013J,DDD,Withdrawn,0,0,60,-37,2595968
2013J,DDD,Withdrawn,186,0,60,-52,2597673
2013J,DDD,Withdrawn,-7,1,60,-198,2598861
2013J,DDD,Fail,,0,90,-74,2602235
2013J,DDD,Withdrawn,164,0,60,-186,2606871
2013J,DDD,Withdrawn,-7,0,120,-151,2608420
2013J,DDD,Pass,,0,60,-165,2612561
2013J,DDD,Pass,,1,120,-30,2613296
2013J,DDD,Withdrawn,170,0,60,-35,2615169
2013J,DDD,Fail,,1,60,-101,2615761
2013J,DDD,Withdrawn,117,0,60,-31,2618352
2013J,DDD,Pass,,1,210,-102,2624040
2013J,DDD,Pass,,0,120,-28,2627449
2013J,DDD,Withdrawn,-137,0,120,-198,2630796
2013J,DDD,Withdrawn,164,0,60,-91,2631225
2013J,DDD,Pass,,0,70,-35,2635163
2013J,DDD,Fail,,2,120,-72,2636885
2013J,DDD,Pass,,0,90,-74,2639310
2013J,DDD,Withdrawn,-4,2,120,-73,2642498
2013J,DDD,Pass,,0,60,-66,2643555
2013J,DDD,Pass,,1,60,-90,2646291
2013J,DDD,Withdrawn,-3,1,60,-70,2648271
2013J,DDD,Withdrawn,198,0,60,-50,2648317
2013J,DDD,Withdrawn,-7,0,60,-74,2649310
2013J,DDD,Pass,,0,60,-171,2650741
2013J,DDD,Withdrawn,34,0,90,-38,2654602
2013J,DDD,Pass,,0,120,-60,2658898
2013J,DDD,Pass,,2,60,-123,2662178
2013J,DDD,Withdrawn,-23,2,60,-123,2662451
2013J,DDD,Pass,,2,60,-151,2663010
2013J,DDD,Withdrawn,167,1,60,-36,2668945
2013J,DDD,Pass,,0,60,-191,2671469
2013J,DDD,Pass,,0,120,-151,2677097
2013J,DDD,Withdrawn,-7,0,60,-43,2678587
2013J,DDD,Withdrawn,163,2,100,-113,2681198
2013J,DDD,Withdrawn,166,0,60,-64,2681471
2013J,DDD,Withdrawn,-192,0,330,-203,2683696
2013J,DDD,Withdrawn,-30,1,120,-39,2685827
2013J,DDD,Distinction,,0,90,-39,2686578
2013J,DDD,Withdrawn,32,0,120,-120,2688422
2013J,DDD,Withdrawn,32,1,120,-73,2691780
2013J,DDD,Pass,,1,60,-44,2692186
2013J,DDD,Pass,,0,60,-67,2695608
2013J,DDD,Withdrawn,-108,0,120,-123,2697921
2014B,DDD,Pass,,1,60,-54,24213
2014B,DDD,Withdrawn,-4,0,60,-46,28149
2014B,DDD,Withdrawn,73,1,120,-90,31269
2014B,DDD,Withdrawn,37,0,60,-73,35502
2014B,DDD,Fail,,0,120,-40,39660
2014B,DDD,Pass,,0,60,-93,46753
2014B,DDD,Withdrawn,66,0,90,-75,49119
2014B,DDD,Withdrawn,0,1,60,-90,50309
2014B,DDD,Distinction,,0,60,-23,50476
2014B,DDD,Withdrawn,-16,0,60,-69,50619
2014B,DDD,Pass,,0,60,-23,51030
2014B,DDD,Withdrawn,165,1,60,-15,53632
2014B,DDD,Withdrawn,82,0,60,-54,54810
2014B,DDD,Fail,,0,60,-22,58617
2014B,DDD,Fail,,0,180,-80,61911
2014B,DDD,Pass,,1,120,-43,64450
2014B,DDD,Withdrawn,152,0,60,-24,64767
2014B,DDD,Distinction,,0,60,-75,67781
2014B,DDD,Fail,,2,150,-23,69489
2014B,DDD,Fail,,0,60,-16,71723
2014B,DDD,Withdrawn,-10,0,120,-221,75309
2014B,DDD,Withdrawn,-22,4,210,-97,75469
2014B,DDD,Withdrawn,100,0,150,-122,76081
2014B,DDD,Distinction,,0,150,-43,84576
2014B,DDD,Pass,,1,120,82,84605
2014B,DDD,Fail,,1,195,-101,85216
2014B,DDD,Withdrawn,-3,0,60,-43,85304
2014B,DDD,Distinction,,0,60,-93,88490
2014B,DDD,Pass,,1,180,-121,88910
2014B,DDD,Pass,,0,60,-23,89904
2014B,DDD,Pass,,0,60,-75,90537
2014B,DDD,Withdrawn,160,1,240,-29,95356
2014B,DDD,Fail,,0,60,-17,97939
2014B,DDD,Fail,,0,120,-44,99151
2014B,DDD,Withdrawn,-7,0,60,-144,103891
2014B,DDD,Withdrawn,194,0,60,-50,111959
2014B,DDD,Withdrawn,58,1,120,-62,116763
2014B,DDD,Pass,,0,60,-155,117281
2014B,DDD,Fail,,1,60,-23,117435
2014B,DDD,Pass,,0,60,-37,118479
2014B,DDD,Withdrawn,-57,1,100,-164,118578
2014B,DDD,Fail,,1,60,-59,124134
2014B,DDD,Withdrawn,-113,0,210,-116,124847
2014B,DDD,Pass,,0,60,-29,127580
2014B,DDD,Withdrawn,116,0,60,-26,128348
2014B,DDD,Withdrawn,117,1,120,-128,131695
2014B,DDD,Withdrawn,12,2,60,-138,134721
2014B,DDD,Withdrawn,214,0,60,-139,137150
2014B,DDD,Fail,,0,60,-27,138204
2014B,DDD,Pass,,0,60,-171,138416
2014B,DDD,Pass,,0,60,-17,138704
2014B,DDD,Fail,,2,60,-89,139455
2014B,DDD,Withdrawn,-2,1,120,-23,141182
2014B,DDD,Withdrawn,-53,3,150,-57,141301
2014B,DDD,Fail,,0,60,-103,141497
2014B,DDD,Withdrawn,63,0,60,-71,144908
2014B,DDD,Pass,,0,60,-102,145114
2014B,DDD,Distinction,,0,60,-22,145640
2014B,DDD,Withdrawn,54,0,60,-87,145770
2014B,DDD,Withdrawn,199,0,60,-118,152320
2014B,DDD,Withdrawn,139,4,80,-17,154697
2014B,DDD,Withdrawn,-129,1,210,-131,157310
2014B,DDD,Withdrawn,-46,0,60,-100,161286
2014B,DDD,Withdrawn,209,0,60,-68,161878
2014B,DDD,Withdrawn,-3,0,60,-101,162901
2014B,DDD,Fail,,1,120,-72,165178
2014B,DDD,Withdrawn,31,1,150,-144,172965
2014B,DDD,Withdrawn,202,0,270,-50,178258
2014B,DDD,Fail,,0,90,-88,183331
2014B,DDD,Pass,,0,60,-16,187663
2014B,DDD,Fail,,0,60,-67,189178
2014B,DDD,Withdrawn,142,0,135,-46,189442
2014B,DDD,Pass,,0,120,-23,192186
2014B,DDD,Withdrawn,-10,0,60,-139,196264
2014B,DDD,Distinction,,0,60,-68,201151
2014B,DDD,Withdrawn,180,0,90,-34,226895
2014B,DDD,Withdrawn,,1,60,-101,227826
2014B,DDD,Pass,,0,60,-82,228272
2014B,DDD,Fail,,1,60,-152,228373
2014B,DDD,Fail,,0,60,-59,228775
2014B,DDD,Fail,,1,90,-57,229499
2014B,DDD,Withdrawn,48,0,60,-87,231973
2014B,DDD,Distinction,,0,60,-36,232827
2014B,DDD,Withdrawn,196,0,60,-23,233868
2014B,DDD,Withdrawn,53,0,60,-46,236015
2014B,DDD,Withdrawn,-15,1,60,-36,237925
2014B,DDD,Withdrawn,-109,0,60,-122,237969
2014B,DDD,Pass,,0,60,-29,239459
2014B,DDD,Withdrawn,136,1,150,-96,240389
2014B,DDD,Pass,,0,60,-144,240486
2014B,DDD,Distinction,,1,120,-67,240755
2014B,DDD,Pass,,0,60,-4,242633
2014B,DDD,Withdrawn,0,1,540,-34,244438
2014B,DDD,Withdrawn,-1,0,135,-66,247342
2014B,DDD,Withdrawn,-18,0,60,-57,250058
2014B,DDD,Withdrawn,-148,1,180,-158,255622
2014B,DDD,Withdrawn,-44,0,120,-101,260367
2014B,DDD,Pass,,1,60,-46,260565
2014B,DDD,Withdrawn,-274,0,60,-295,263022
2014B,DDD,Pass,,0,60,-120,264723
2014B,DDD,Pass,,2,120,-110,266922
2014B,DDD,Withdrawn,67,0,90,-79,267118
2014B,DDD,Withdrawn,180,1,150,-64,268883
2014B,DDD,Withdrawn,47,0,60,-92,268915
2014B,DDD,Pass,,0,120,-67,271974
2014B,DDD,Pass,,1,90,-19,277166
2014B,DDD,Fail,,1,120,-29,284540
2014B,DDD,Pass,,0,60,-110,285412
2014B,DDD,Fail,,6,120,-34,286449
2014B,DDD,Withdrawn,0,0,60,-122,287499
2014B,DDD,Withdrawn,0,0,60,-53,288407
2014B,DDD,Fail,,1,60,-25,291005
2014B,DDD,Withdrawn,223,1,60,-29,299949
2014B,DDD,Pass,,0,90,-138,300592
2014B,DDD,Fail,,2,120,-29,306944
2014B,DDD,Withdrawn,7,2,120,-87,309258
2014B,DDD,Fail,,2,150,-157,309756
2014B,DDD,Pass,,0,60,-24,312761
2014B,DDD,Withdrawn,63,1,180,-46,315517
2014B,DDD,Withdrawn,-22,0,180,-165,315633
2014B,DDD,Withdrawn,0,1,60,-113,315723
2014B,DDD,Pass,,3,90,-61,317801
2014B,DDD,Fail,,0,60,-96,320593
2014B,DDD,Pass,,0,60,-17,321810
2014B,DDD,Withdrawn,226,0,60,-59,323659
2014B,DDD,Distinction,,0,60,-44,325044
2014B,DDD,Fail,,0,60,-57,325566
2014B,DDD,Fail,,0,90,-25,327449
2014B,DDD,Fail,,1,60,-54,328123
2014B,DDD,Pass,,0,70,-129,333308
2014B,DDD,Withdrawn,0,2,60,-132,334504
2014B,DDD,Withdrawn,41,0,60,-40,335471
2014B,DDD,Withdrawn,67,0,60,-22,336936
2014B,DDD,Pass,,0,60,-67,339513
2014B,DDD,Fail,,0,60,-22,347365
2014B,DDD,Withdrawn,52,0,60,-34,348439
2014B,DDD,Withdrawn,58,0,60,-17,352308
2014B,DDD,Withdrawn,-46,0,135,-145,352600
2014B,DDD,Withdrawn,54,1,120,-151,352679
2014B,DDD,Fail,,2,90,-17,354050
2014B,DDD,Withdrawn,112,2,60,-22,354953
2014B,DDD,Distinction,,0,120,-68,355309
2014B,DDD,Withdrawn,213,0,60,-64,355780
2014B,DDD,Pass,,1,60,-136,355935
2014B,DDD,Pass,,0,60,-25,356166
2014B,DDD,Pass,,0,60,-110,356297
2014B,DDD,Withdrawn,163,0,150,-46,356705
2014B,DDD,Withdrawn,186,0,60,-61,360759
2014B,DDD,Withdrawn,10,0,120,-156,361842
2014B,DDD,Fail,,2,120,-16,362115
2014B,DDD,Pass,,0,60,-29,363122
2014B,DDD,Fail,,0,60,-64,365397
2014B,DDD,Fail,,0,60,-130,365764
2014B,DDD,Withdrawn,26,1,180,-89,367045
2014B,DDD,Pass,,0,120,-138,367127
2014B,DDD,Distinction,,0,120,-22,367646
2014B,DDD,Withdrawn,51,0,120,-249,370089
2014B,DDD,Pass,,0,60,-16,370865
2014B,DDD,Withdrawn,128,0,120,-61,373790
2014B,DDD,Withdrawn,0,0,60,-40,373795
2014B,DDD,Pass,,0,160,-24,374645
2014B,DDD,Pass,,0,150,-29,375856
2014B,DDD,Fail,,1,60,-118,376280
2014B,DDD,Pass,,0,60,-66,378728
2014B,DDD,Withdrawn,151,1,60,-164,379330
2014B,DDD,Withdrawn,158,0,60,-138,380681
2014B,DDD,Pass,,2,70,-44,382051
2014B,DDD,Fail,,2,60,-24,384372
2014B,DDD,Pass,,0,60,-43,385927
2014B,DDD,Withdrawn,67,0,60,-117,385947
2014B,DDD,Withdrawn,122,0,60,-24,386140
2014B,DDD,Distinction,,0,150,-108,386671
2014B,DDD,Withdrawn,58,4,60,-75,386849
2014B,DDD,Fail,,2,120,-75,387289
2014B,DDD,Withdrawn,82,0,60,-15,387656
2014B,DDD,Distinction,,0,60,-45,387963
2014B,DDD,Pass,,0,120,-72,390026
2014B,DDD,Fail,,3,60,-25,391611
2014B,DDD,Pass,,0,60,-93,391924
2014B,DDD,Withdrawn,81,3,60,-17,392802
2014B,DDD,Withdrawn,159,1,150,-4,393094
2014B,DDD,Fail,,2,60,-20,394020
2014B,DDD,Withdrawn,0,2,150,-60,395164
2014B,DDD,Fail,,1,90,-155,395288
2014B,DDD,Fail,,0,60,-75,397429
2014B,DDD,Fail,,1,120,4,398529
2014B,DDD,Withdrawn,97,2,120,-24,399203
2014B,DDD,Withdrawn,10,0,60,-68,400461
2014B,DDD,Withdrawn,157,0,90,-17,400599
2014B,DDD,Distinction,,1,150,-25,402314
2014B,DDD,Withdrawn,111,0,60,-108,402575
2014B,DDD,Withdrawn,-10,0,120,-214,406753
2014B,DDD,Fail,,3,120,-80,407115
2014B,DDD,Pass,,0,120,-17,407303
2014B,DDD,Withdrawn,95,0,90,-54,409284
2014B,DDD,Withdrawn,228,0,330,-22,410816
2014B,DDD,Pass,,0,60,-64,411060
2014B,DDD,Fail,,1,60,-139,412600
2014B,DDD,Pass,,0,60,-52,412663
2014B,DDD,Withdrawn,33,0,60,-25,413629
2014B,DDD,Fail,,2,120,-17,415151
2014B,DDD,Fail,,1,120,-22,415695
2014B,DDD,Pass,,1,60,-24,416008
2014B,DDD,Pass,,1,60,-10,418453
